"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"CBLI","Cleveland BioLabs, Inc.","2.04","91468122.6","n/a","2006","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/cbli",
"COA           ","Coastal Contacts Inc                    ","6.19","199273710.55","n/a","n/a","Health Care","Ophthalmic Goods","http://www.nasdaq.com/symbol/coa           ",
"CYH","Community Health Systems, Inc.","44.78","4127061289.44","n/a","2000","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/cyh",
"CGEN","Compugen Ltd.","4.68","174403377.72","n/a","1981","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cgen",
"CPTS","Conceptus, Inc.","24.66","802496989.62","n/a","1996","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/cpts",
"CCM","Concord Medical Services Holdings Limited","4.25","201667502.25","n/a","2009","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/ccm",
"CNMD","CONMED Corporation","33.2","932079442.4","n/a","1987","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/cnmd",
"COO","Cooper Companies, Inc. (The)","106.39","5140293598.69","n/a","n/a","Health Care","Ophthalmic Goods","http://www.nasdaq.com/symbol/coo",
"CVD","Covance Inc.","72","4013067168","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/cvd",
"CVH","Coventry Health Care, Inc.","48.31","6502746728.39","n/a","1998","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/cvh",
"COV","Covidien plc.","67.15","31697702223","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/cov",
"CRY","CryoLife, Inc.","6.11","167834844.58","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/cry",
"CRIS","Curis, Inc.","3.16","253185617.96","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cris",
"CUTR","Cutera, Inc.","13.1","190698730.5","n/a","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/cutr",
"CVS","CVS Corporation","56.44","70078578635.16","n/a","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/cvs",
"CYBX","Cyberonics, Inc.","46","1271249146","n/a","1993","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/cybx",
"CYNO","Cynosure, Inc.","27.37","443122243.27","n/a","2005","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/cyno",
"CYTX","Cytori Therapeutics Inc","2.38","159871859","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/cytx",
"CYTXW","Cytori Therapeutics Inc","1.0499","0","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/cytxw",
"CYTR","CytRx Corporation","2.67","81481377.9","n/a","1986","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cytr",
"DVA","DaVita healthCare Partners Inc.","125.75","13266625000","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/dva",
"DXR","Daxor Corporation","7.48","31383850.96","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/dxr",
"DHRM","Dehaier Medical Systems Limited","1.95","9009000","n/a","2010","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/dhrm",
"DCTH","Delcath Systems, Inc.","1.65","150452443.35","n/a","2000","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/dcth",
"XRAY","DENTSPLY International Inc.","41.13","5885924238.27","n/a","1987","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/xray",
"DSCI","Derma Sciences, Inc.","11.54","191808901.88","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/dsci",
"DXCM","DexCom, Inc.","16.49","1147372287.16","n/a","2005","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/dxcm",
"DRAD","Digirad Corporation","2.51","48359379.35","n/a","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/drad",
"DSCO","Discovery Laboratories, Inc.","2.21","96489139.24","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/dsco",
"DVCR","Diversicare Healthcare Services Inc.","4.971","29551163.352","n/a","1991","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/dvcr",
"DYAX","Dyax Corp.","4.25","422990000.75","n/a","2000","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/dyax",
"ECTE","Echo Therapeutics, Inc.","0.71","42773714.99","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/ecte",
"EDAP","EDAP TMS S.A.","3.83","71614898.81","18698407","1997","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/edap",
"EW","Edwards Lifesciences Corporation","81.62","9266705397.18","n/a","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ew",
"ELMD","Electromed, Inc.","1.4","11359952.8","n/a","2010","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/elmd",
"ESC","Emeritus Corporation","26.05","1233459528.7","n/a","1995","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/esc",
"ELGX","Endologix, Inc.","15.41","965500158.71","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/elgx",
"ETRM","EnteroMedics Inc.","0.8748","48654862.596","n/a","2007","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/etrm",
"ENMD","EntreMed, Inc.","2.21","59720913.98","n/a","1996","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/enmd",
"ENZ","Enzo Biochem, Inc.","2.09","82301274","n/a","1980","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/enz",
"ENZN","Enzon Pharmaceuticals, Inc.","3.83","167344534.7","n/a","1984","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/enzn",
"ESMC","Escalon Medical Corp.","1.17","8805923.1","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/esmc",
"EXAS","EXACT Sciences Corporation","9.85","630706394.1","n/a","2001","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/exas",
"EXAC","Exactech, Inc.","19.48","260370069.6","n/a","1996","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/exac",
"EXAM","ExamWorks Group, Inc.","18.08","628252500.32","n/a","2010","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/exam",
"EXEL","Exelixis, Inc.","4.62","848778874.02","n/a","2000","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/exel",
"ESRX","Express Scripts Holding Company","57.27","46959321614.43","n/a","1992","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/esrx",
"FVE","Five Star Quality Care, Inc.","6.51","314003483.22","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/fve",
"FONR","Fonar Corporation","7.46","47101940.18","n/a","1981","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/fonr",
"FMS","Fresenius Medical Care Corporation","35.9","10868357312.2","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/fms",
"FMS^","Fresenius Medical Care Corporation","35.15","0","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/fms^",
"GENE","Genetic Technologies Ltd","2.33","7555670.41","3242777","1980","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/gene",
"GNMK","GenMark Diagnostics, Inc.","13.63","446543865.57","n/a","2010","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/gnmk",
"GHDX","Genomic Health, Inc.","27.35","823671670.1","n/a","2005","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/ghdx",
"GTIV","Gentiva Health Services, Inc.","10.21","315403389.15","n/a","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/gtiv",
"GILD","Gilead Sciences, Inc.","47.2","71932363164","n/a","1992","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/gild",
"GIVN","Given Imaging Ltd.","16.37","508793940.12","n/a","2001","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/givn",
"GMED","Globus Medical, Inc.","14.98","1376041573.34","n/a","1994","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/gmed",
"HAE","Haemonetics Corporation","40.25","2078459244.75","n/a","1991","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/hae",
"HALO","Halozyme Therapeutics, Inc.","5.11","578058019","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/halo",
"HGR","Hanger, Inc.","30.25","1044045868.25","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/hgr",
"HNSN","Hansen Medical, Inc.","2.01","135702776.19","n/a","2006","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/hnsn",
"HCA","HCA Holdings, Inc.","37.7","16781801826.4","n/a","1992","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/hca",
"HMA","Health Management Associates, Inc.","12.64","3251516608.32","n/a","1991","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/hma",
"HNT","Health Net Inc.","28.29","2241998370.69","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/hnt",
"HLS","HealthSouth Corporation","26.14","2496079793.72","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/hls",
"HWAY","Healthways, Inc.","11.71","399468511.21","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/hway",
"HTWR","Heartware International, Inc.","84.76","1385441189.6","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/htwr",
"HEB","Hemispherx BioPharma, Inc.","0.24","40028301.6","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/heb",
"HSIC","Henry Schein, Inc.","91.38","8004543131.88","n/a","1995","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/hsic",
"HLF","Herbalife LTD.","38.39","3954690875.52","n/a","2004","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/hlf",
"HSKA","Heska Corporation","9.05","52514036.8","n/a","1997","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/hska",
"HRC","Hill-Rom Holdings Inc","34.52","2082769757.72","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/hrc",
"HOLX","Hologic, Inc.","21.65","5795637083.95","n/a","1990","Health Care","Medical Electronics","http://www.nasdaq.com/symbol/holx",
"HH","Hooper Holmes, Inc.","0.45","31425924.15","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/hh",
"HUM","Humana Inc.","77.67","12327252535.26","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/hum",
"ICAD","icad inc.","5.09","55038577.2","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/icad",
"ICLR","ICON plc","30.54","1841180188.92","n/a","1998","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/iclr",
"ICUI","ICU Medical, Inc.","58.72","855530200.32","n/a","1992","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/icui",
"IDRA","Idera Pharmaceuticals, Inc.","0.63","17415070.47","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/idra",
"IDXX","IDEXX Laboratories, Inc.","90.39","4921003521.78","n/a","1991","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/idxx",
"IG","IGI Laboratories, Inc.","1.72","74188321.4","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/ig",
"ICCC","ImmuCell Corporation","3.5","10566619","n/a","1987","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/iccc",
"IMMU","Immunomedics, Inc.","2.46","203442088.56","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/immu",
"IMRS","Imris Inc","3.18","164849301.54","n/a","1991","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/imrs",
"INCY","Incyte Corporation","21.27","2847986914.11","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/incy",
"INFU","InfuSystems Holdings, Inc.","1.64","36063600","n/a","1992","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/infu",
"INO","Inovio Pharmaceuticals, Inc.","0.5468","98391662.7948","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ino",
"PODD","Insulet Corporation","26.09","1390279328.16","n/a","2007","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/podd",
"ISRG","Intuitive Surgical, Inc.","494","19950072922","n/a","2000","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/isrg",
"IVC","Invacare Corporation","12.42","396112239.9","n/a","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ivc",
"IPCM","IPC The Hospitalist Company, Inc.","42.45","710487560.25","n/a","2008","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/ipcm",
"IRIX","IRIDEX Corporation","4.66","39859543","n/a","1996","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/irix",
"ISR","IsoRay, Inc.","0.5299","18340642.8583","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/isr",
"KND","Kindred Healthcare, Inc.","10","540467400","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/knd",
"KIPS","Kips Bay Medical, Inc.","1.22","32776616.38","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/kips",
"LH","Laboratory Corporation of America Holdings","92.88","8634730563.36","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/lh",
"LAKE","Lakeland Industries, Inc.","3.6101","19249627.2059","n/a","1986","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/lake",
"LCAV","LCA-Vision Inc.","3.44","65533733.76","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/lcav",
"LMAT","LeMaitre Vascular, Inc.","6.16","93909532.64","n/a","2006","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/lmat",
"LHCG","LHC Group","22.05","387733881.15","n/a","2005","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/lhcg",
