"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"ERA","Era Group, Inc.","22.32","443146502.88","n/a","n/a","Transportation","Transportation Services","http://www.nasdaq.com/symbol/era",
"ESEA","Euroseas Ltd.","1.05","47585585.25","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/esea",
"EXM","Excel Maritime Carriers Ltd.","0.8099","75374700.0825","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/exm",
"EXPD","Expeditors International of Washington, Inc.","36.475","7535230258.95","n/a","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/expd",
"FDX","FedEx Corporation","95.25","30181764058.5","n/a","1978","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/fdx",
"FWRD","Forward Air Corporation","37.96","1139489315.64","n/a","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/fwrd",
"FREE","FreeSeas Inc.","1.17","3781533.6","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/free",
"FRO","Frontline Ltd.","2.1","163502854.2","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/fro",
"FFEX","Frozen Food Express Industries, Inc.","1.35","24422395.05","n/a","1971","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/ffex",
"GNK","Genco Shipping & Trading Limited","2.5","110675682.5","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/gnk",
"GWR","Genesee & Wyoming, Inc.","88.09","4681213152.95","n/a","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/gwr",
"GWRU","Genesee & Wyoming, Inc.","122.6","0","n/a","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/gwru",
"GSL","Global Ship Lease, Inc.","4.24","232724356.8","n/a","2004","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/gsl",
"GLBS","Globus Maritime Limited","2.72","27606164","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/glbs",
"GOL","Gol Linhas Aereas Inteligentes S.A.","5.83","1624918862.38","n/a","2004","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/gol",
"OMAB","Grupo Aeroportuario del Centro Norte S.A.B. de C.V.","33.61","296872559.04","8832864","2006","Transportation","Aerospace","http://www.nasdaq.com/symbol/omab",
"PAC","Grupo Aeroportuario Del Pacifico, S.A. de C.V.","64.02","3591522000","n/a","2006","Transportation","Aerospace","http://www.nasdaq.com/symbol/pac",
"ASR","Grupo Aeroportuario del Sureste, S.A. de C.V.","139.99","4199700000","n/a","1987","Transportation","Aerospace","http://www.nasdaq.com/symbol/asr",
"GSH","Guangshen Railway Company Limited","22.59","3076187828.4","n/a","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/gsh",
"HA","Hawaiian Holdings, Inc.","5.51","283452401.17","n/a","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/ha",
"HTLD","Heartland Express, Inc.","13.34","1130826717.46","n/a","1986","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/htld",
"HUBG","Hub Group, Inc.","37.96","1404019307.6","n/a","1996","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/hubg",
"ISH","International Shipholding Corporation","17.94","129358935.42","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/ish",
"JBHT","J.B. Hunt Transport Services, Inc.","73.84","8679877970.4","n/a","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/jbht",
"JBLU","JetBlue Airways Corporation","6.71","1888969649.16","n/a","2002","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/jblu",
"KSU","Kansas City Southern","106.43","11727954763.67","n/a","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/ksu",
"KSU^","Kansas City Southern","26.59","0","n/a","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/ksu^",
"KNX","Knight Transportation, Inc.","15.59","1244896873.71","n/a","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/knx",
"LSTR","Landstar System, Inc.","55.36","2573914151.04","n/a","1993","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/lstr",
"LFL","LATAM Airlines Group S.A.","20.81","9908035869.75","n/a","1997","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/lfl",
"MRTN","Marten Transport, Ltd.","19.61","433802713.05","n/a","1986","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/mrtn",
"NNA","Navios Maritime Acquisition Corporation","3.4","257598293.6","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/nna",
"NM","Navios Maritime Holdings Inc.","4.24","434315975.12","n/a","1986","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/nm",
"NMM","Navios Maritime Partners LP","14.17","925076589.71","n/a","2007","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/nmm",
"NEWL","NewLead Holdings Ltd.","0.4999","154724405.4287","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/newl",
"NSC","Norfolk Souther Corporation","75.36","25231518305.76","n/a","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/nsc",
"ODFL","Old Dominion Freight Line, Inc.","37.36","3219121299.12","n/a","1991","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/odfl",
"PTSI","P.A.M. Transportation Services, Inc.","11.52","100242512.64","n/a","1986","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/ptsi",
"PACR","Pacer International, Inc.","4.75","166658295.75","n/a","1986","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/pacr",
"PRGN","Paragon Shipping Inc.","4.28","47086004.84","n/a","2007","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/prgn",
"PATR","Patriot Transportation Holding, Inc.","27.17","258188902.4","n/a","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/patr",
"PHII","PHI, Inc.","32.7","505987897.2","n/a","1996","Transportation","Transportation Services","http://www.nasdaq.com/symbol/phii",
"PHIIK","PHI, Inc.","32.56","498545956.48","n/a","n/a","Transportation","Transportation Services","http://www.nasdaq.com/symbol/phiik",
"PWX","Providence and Worcester Railroad Company","15.03","72774583.65","n/a","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/pwx",
"QLTY","Quality Distribution, Inc.","8.1","219077816.4","n/a","2003","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/qlty",
"RLGT","Radiant Logistics, Inc.","1.93","63769959.9","n/a","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/rlgt",
"RJET","Republic Airways Holdings, Inc.","10.64","520814476.56","n/a","2004","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/rjet",
"RRTS","Roadrunner Transportation Systems, Inc","23.15","810460502.95","n/a","2010","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/rrts",
"RYAAY","Ryanair Holdings plc","41.56","4918038341.6","118335860","1997","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/ryaay",
"SB","Safe Bulkers, Inc","4.99","382585595.4","n/a","2008","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sb",
"SAIA","Saia, Inc.","34.91","564880979.15","n/a","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/saia",
"STNG","Scorpio Tankers Inc.","8.52","1052320927.92","n/a","2010","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/stng",
"CKH","SEACOR Holdings, Inc.","73.61","1463816998.76","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/ckh",
"SHIP","Seanergy Maritime Holdings Corp","2","23918564","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/ship",
"SSW","Seaspan Corporation","20.31","1290438033.87","n/a","2005","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/ssw",
"SFL","Ship Finance International Limited","17.65","1504662500","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sfl",
"SINO","Sino-Global Shipping America, Ltd.","1.81","5255952.21","n/a","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/sino",
"SKYW","SkyWest, Inc.","15.19","788016156.62","n/a","1986","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/skyw",
"LUV","Southwest Airlines Company","12.93","9414288766.47","n/a","1971","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/luv",
"SAVE","Spirit Airlines, Inc.","25.49","1848815878.23","n/a","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/save",
"SBLK","Star Bulk Carriers Corp.","6.2299","33646506.219","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sblk",
"GASS","StealthGas, Inc.","11.39","234093749.52","n/a","2005","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/gass",
"STB","Student Transportation Inc","6.16","498394961.68","n/a","n/a","Transportation","Other Transportation","http://www.nasdaq.com/symbol/stb",
"SWFT","Swift Transportation Company","13.21","1153353422.36","n/a","1990","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/swft",
"TK","Teekay Corporation","34.98","2432565377.88","n/a","1995","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/tk",
"TOPS","TOP Ships Inc.","1.3599","23318931.4866","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/tops",
"TNP","Tsakos Energy Navigation Ltd","3.76","211662571.12","n/a","2002","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/tnp",
"ULTR","Ultrapetrol (Bahamas) Limited","2.64","370707445.68","n/a","2006","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/ultr",
"UNP","Union Pacific Corporation","139.62","65394556314.36","n/a","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/unp",
"UAL","United Continental Holdings, Inc.","30.05","9995685926.95","n/a","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/ual",
"UPS","United Parcel Service, Inc.","83.23","60394320315.21","n/a","1999","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/ups",
"UACL","Universal Truckload Services, Inc.","23.24","698452914.88","n/a","2005","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/uacl",
"LCC","US Airways Group, Inc. New","15.84","2580301706.4","n/a","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/lcc",
"USAK","USA Truck, Inc.","4.59","48270399.93","n/a","1992","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/usak",
"UTIW","UTi Worldwide Inc.","14.17","1473136523.82","n/a","2000","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/utiw",
"VTNC","Vitran Corporation, Inc.","5.2","85276053.2","n/a","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/vtnc",
"WERN","Werner Enterprises, Inc.","23.46","1718804501.04","n/a","1986","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/wern",
"YRCW","YRC Worldwide, Inc.","7.31","62938252.04","n/a","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/yrcw",
