"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"DPM","DCP Midstream Partners, LP","46.64","2861180145.12","n/a","2005","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/dpm",
"DGAS","Delta Natural Gas Company, Inc.","20.72","141925970.48","n/a","1981","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/dgas",
"D","Dominion Resources, Inc.","60.07","34640760145.19","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/d",
"DRU","Dominion Resources, Inc.","26.84","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dru",
"DRWI","DragonWave Inc","1.56","59362976.4","n/a","2009","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/drwi",
"DTE","DTE Energy Company","69.45","12025014007.5","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dte",
"DTQ","DTE Energy Company","25.76","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dtq",
"DTZ","DTE Energy Company","27.58","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dtz",
"DUK","Duke Energy Corporation","73.01","51506632427.67","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/duk",
"DUKH","Duke Energy Corporation","25.88","0","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/dukh",
"DYN","Dynegy Inc.","24.05","2404980663.8","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dyn",
"EIX","Edison International","50.97","16606597169.82","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eix",
"EE","El Paso Electric Company","33.96","1365492681.84","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ee",
"EPB","El Paso Pipeline Partners LP","43.43","9371730384.75","n/a","2007","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/epb",
"ETAK","Elephant Talk Communications Corp.","0.925","107431311.15","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/etak",
"ELLO","Ellomay Capital Ltd.","7.25","77519689.75","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ello",
"EDE","Empire District Electric Company (The)","22.43","951282677.68","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ede",
"EDN","Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor)","2.15","97443923.25","n/a","2007","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/edn",
"EOC","Empresa Nacional de Electricidad S.A.","53","14489766407","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eoc",
"ETE","Energy Transfer Equity, L.P.","57.86","16198581069","n/a","2006","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/ete",
"ETP","ENERGY TRANSFER PARTNERS","49.18","15030764679.48","n/a","1992","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/etp",
"ENI","Enersis S A","19.37","12649061882.73","n/a","1993","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eni",
"EAA","Entergy Arkansas, Inc.","26.33","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eaa",
"EAB","Entergy Arkansas, Inc.","25.07","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eab",
"ETR","Entergy Corporation","67.86","12085358475.06","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/etr",
"ELA","Entergy Louisiana, Inc.","26.98","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ela",
"ELB","Entergy Louisiana, Inc.","26.97","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/elb",
"ELJ","Entergy Louisiana, Inc.","25.58","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/elj",
"EFM","Entergy Mississippi, Inc.","27.3401","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/efm",
"EMQ","Entergy Mississippi, Inc.","26.1","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/emq",
"EMZ","Entergy Mississippi, Inc.","26.86","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/emz",
"ENJ","Entergy New Orleans, Inc.","25.13","0","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/enj",
"EDT","Entergy Texas Inc","26.78","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/edt",
"EPD","Enterprise Products Partners L.P.","60.78","54904235907.54","n/a","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/epd",
"EONC","eOn Communications Corporation","0.71","2042921.34","n/a","2000","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/eonc",
"EQT","EQT Corporation","69.26","10427134071.18","n/a","n/a","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/eqt",
"EQM","EQT Midstream Partners, LP","38.43","1332730725.48","n/a","1986","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/eqm",
"EQIX","Equinix, Inc.","214.8","10483025308.8","n/a","2000","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/eqix",
"EXC","Exelon Corporation","35.43","30312446618.79","n/a","1984","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/exc",
"EXLP","Exterran Partners, L.P.","27.26","1152685256.34","n/a","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/exlp",
"FN","Fabrinet","13.45","465029405.65","n/a","2010","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/fn",
"FRP","FairPoint Communications, Inc.","7.26","192211099.08","n/a","1986","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/frp",
"FE","FirstEnergy Corporation","44.4","18568809802.8","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/fe",
"FTE","France Telecom","9.97","26409387268.51","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/fte",
"FTR","Frontier Communications Corporation","4.08","4070263785.84","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ftr",
"EGAS","Gas Natural Inc.","10.11","84820392.72","n/a","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/egas",
"GNCMA","General Communication, Inc.","8.88","370801005.6","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/gncma",
"GNE","Genie Energy Ltd.","10.74","209416596.48","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/gne",
"GAT","Georgia Power Company","28.03","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/gat",
"GPE^A","Georgia Power Company","27.92","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/gpe^a",
"GLOW","Glowpoint, Inc.","1.17","33525927.63","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/glow",
"GXP","Great Plains Energy Inc","23.42","3596206529.16","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/gxp",
"GXP^A","Great Plains Energy Inc","95","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/gxp^a",
"GXP^D","Great Plains Energy Inc","98.5","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/gxp^d",
"GXP^E","Great Plains Energy Inc","96","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/gxp^e",
"GUA","Gulf Power Company","27.29","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/gua",
"GUL","Gulf Power Company","25.95","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/gul",
"HE","Hawaiian Electric Industries, Inc.","27.67","2724606986.69","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/he",
"HTCO","Hickory Tech Corporation","10.11","138084745.74","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/htco",
"HKTV","Hong Kong Television Network Limited","5.68","54938953.68","9672351","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/hktv",
"HNP","Huaneng Power International, Inc.","42.8","15039260280.8","n/a","1994","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/hnp",
"IDA","IDACORP, Inc.","48.38","2430260832.04","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ida",
"IDT","IDT Corporation","13.27","303227860.1","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/idt",
"IKAN","Ikanos Communications, Inc.","1.91","134537042.22","n/a","2005","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ikan",
"SAAS","inContact, Inc.","7.44","395967082.08","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/saas",
"NRGM","Inergy Midstream, L.P.","23.68","1780308102.4","n/a","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/nrgm",
"INFN","Infinera Corporation","6.31","729463221.34","n/a","1981","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/infn",
"TEG","Integrys Energy Group","59.83","4690677265.04","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/teg",
"IGLD","Internet Gold Golden Lines Ltd.","3.14","60298004.04","n/a","1999","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/igld",
"ITC","ITC Holdings Corp.","91.79","4798137201.36","n/a","2005","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/itc",
"JE","Just Energy Group, Inc.","6.82","968640098.8","n/a","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/je",
"KMP","Kinder Morgan Energy Partners, L.P.","89.36","22586314138","n/a","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/kmp",
"KMI","Kinder Morgan, Inc.","38.12","39479772725.76","n/a","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/kmi",
"KEP","Korea Electric Power Corporation","13.08","16793780254.32","n/a","1994","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/kep",
"KT","KT Corporation","15.46","7533219121.52","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/kt",
"LG","Laclede Group, Inc.","43.33","978078860.71","n/a","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/lg",
"LEAP","Leap Wireless International, Inc.","5.69","450277751.7","n/a","1985","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/leap",
"LVLT","Level 3 Communications, Inc.","20","4377044500","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/lvlt",
"LMOS","Lumos Networks Corp.","13.02","285538195.74","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/lmos",
"CALL","magicJack VocalTec Ltd","15.99","296638804.8","n/a","1992","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/call",
"MXT","Maxcom Telecomunicaciones SAB de CV","2.71","305772717.31","n/a","2007","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/mxt",
"MTSL","MER Telemanagement Solutions Ltd.","2.52","11643173.64","n/a","1997","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/mtsl",
"PCS","MetroPCS Communications, Inc.","11.27","4146088642.57","n/a","1993","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/pcs",
"MSEX","Middlesex Water Company","19.26","304608359.7","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/msex",
"MBT","Mobile TeleSystems","19.77","19660466054.76","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/mbt",
"MBND","Multiband Corporation","2.12","46192328.08","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/mbnd",
"NFG","National Fuel Gas Company","59.77","4990223897.65","n/a","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/nfg",
"NGG","National Grid Transco, PLC","60.14","42927500254.94","n/a","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/ngg",
"NTGR","NETGEAR, Inc.","32.38","1244721781.84","n/a","2003","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ntgr",
"IQNT","Neutral Tandem, Inc.","2.84","91751888.52","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/iqnt",
"NJR","NewJersey Resources Corporation","45.6","1906539328.8","n/a","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/njr",
"NEE","NextEra Energy, Inc.","79.94","33883952601.52","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/nee",
"NMK^B","Niagara Mohawk Holdings, Inc.","95","0","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/nmk^b",
"NMK^C","Niagara Mohawk Holdings, Inc.","95","0","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/nmk^c",
"NIHD","NII Holdings, Inc.","6.33","1086576036.06","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/nihd",
"NTT","Nippon Telegraph and Telephone Corporation","22.08","52866222163.2","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ntt",
"NKA","Niska Gas Storage Partners LLC","15.08","1029918609.2","n/a","2010","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/nka",
"NI","NiSource, Inc","30.18","9391655892.24","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/ni",
"NTL","Nortel Inversora SA","15.21","2068820091","n/a","1997","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ntl",
"NU","Northeast Utilities","43.83","13786498540.17","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/nu",
"NWN","Northwest Natural Gas Company","44.66","1203036922.78","n/a","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/nwn",
"NWE","NorthWestern Corporation","40.79","1522606631.81","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/nwe",
"NRG","NRG Energy, Inc.","26.76","8648664027.48","n/a","1993","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/nrg",
"NTLS","NTELOS Holdings Corp.","13.55","290557934.5","n/a","2006","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ntls",
"NVE","NV Energy, Inc","20.98","4941108308.56","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/nve",
"OPTT","Ocean Power Technologies, Inc.","1.4799","15400650.3852","n/a","2007","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/optt",
"OGE","OGE Energy Corporation","70.39","6976596590.18","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/oge",
"OIBR","Oi S.A.","2.89","6218145516.05","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/oibr",
"OKS","ONEOK Partners, L.P.","56.99","12527291385.94","n/a","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/oks",
"OKE","ONEOK, Inc.","48.63","10022061142.05","n/a","n/a","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/oke",
"VIP","Open Joint Stock Company &quot;Vimpel-Communications&quot;","11.73","19098775853.55","n/a","1996","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/vip",
"OPLK","Oplink Communications, Inc.","16.13","306794003.31","n/a","2000","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/oplk",
"ORA","Ormat Technologies, Inc.","21.39","971766651.54","n/a","2004","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ora",
"OTT","Otelco, Inc.","1.5","19832106","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ott",
"OTTR","Otter Tail Corporation","31.23","1129573110.24","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ottr",
